altersgruppe,region,datum,anzahl,summe,population
50 - 59,TG,2022-10-24,211,20643,44654
50 - 59,TI,2022-10-24,318,29815,58508
50 - 59,UR,2022-10-24,8,2361,5527
50 - 59,VD,2022-10-24,387,57128,115937
50 - 59,VS,2022-10-24,165,24814,53016
50 - 59,ZG,2022-10-24,59,9197,21071
50 - 59,ZH,2022-10-24,881,102824,223652
60 - 69,AG,2022-10-24,296,26601,83686
60 - 69,AI,2022-10-24,11,704,2025
60 - 69,AR,2022-10-24,24,2524,7372
60 - 69,BE,2022-10-24,523,43009,129560
60 - 69,BL,2022-10-24,143,12643,36436
60 - 69,BS,2022-10-24,77,7822,21416
60 - 69,FR,2022-10-24,104,12710,35229
60 - 69,GE,2022-10-24,161,19860,48922
60 - 69,GL,2022-10-24,14,1612,5302
60 - 69,GR,2022-10-24,94,9327,26969
60 - 69,JU,2022-10-24,20,3259,9320
60 - 69,LU,2022-10-24,146,16244,48108
60 - 69,NE,2022-10-24,71,6964,19209
60 - 69,NW,2022-10-24,17,1983,6047
60 - 69,OW,2022-10-24,22,1649,4946
60 - 69,SG,2022-10-24,225,20460,60389
60 - 69,SH,2022-10-24,32,3556,10864
60 - 69,SO,2022-10-24,142,12057,36105
60 - 69,SZ,2022-10-24,69,7092,20444
60 - 69,TG,2022-10-24,133,11744,35251
60 - 69,TI,2022-10-24,275,16435,43476
60 - 69,UR,2022-10-24,15,1409,4778
60 - 69,VD,2022-10-24,269,30676,80347
60 - 69,VS,2022-10-24,164,14882,42899
60 - 69,ZG,2022-10-24,46,4906,14649
60 - 69,ZH,2022-10-24,642,55454,157468
70 - 79,AG,2022-10-24,257,13867,58426
70 - 79,AI,2022-10-24,2,390,1433
70 - 79,AR,2022-10-24,19,1286,5050
70 - 79,BE,2022-10-24,471,26514,102884
70 - 79,BL,2022-10-24,122,7821,29538
70 - 79,BS,2022-10-24,58,4757,16101
70 - 79,FR,2022-10-24,63,7018,25069
70 - 79,GE,2022-10-24,162,11819,36705
70 - 79,GL,2022-10-24,13,852,3795
70 - 79,GR,2022-10-24,83,5506,20461
70 - 79,JU,2022-10-24,19,1969,7250
70 - 79,LU,2022-10-24,114,8503,33585
70 - 79,NE,2022-10-24,70,4706,15527
70 - 79,NW,2022-10-24,14,1095,4461
70 - 79,OW,2022-10-24,18,920,3504
70 - 79,SG,2022-10-24,169,11467,44078
70 - 79,SH,2022-10-24,31,2122,8053
70 - 79,SO,2022-10-24,114,6538,25255
70 - 79,SZ,2022-10-24,34,3548,13712
70 - 79,TG,2022-10-24,79,6090,23637
70 - 79,TI,2022-10-24,239,11674,36178
70 - 79,UR,2022-10-24,16,742,3595
70 - 79,VD,2022-10-24,271,19105,62222
70 - 79,VS,2022-10-24,188,9312,33457
70 - 79,ZG,2022-10-24,29,2560,10312
70 - 79,ZH,2022-10-24,533,33531,120161
80+,AG,2022-10-24,167,8645,33478
80+,AI,2022-10-24,1,267,977
80+,AR,2022-10-24,18,1002,3082
80+,BE,2022-10-24,264,18271,63650
80+,BL,2022-10-24,109,5945,20175
80+,BS,2022-10-24,42,4342,13129
80+,FR,2022-10-24,43,4517,13531
80+,GE,2022-10-24,128,9910,26509
80+,GL,2022-10-24,4,639,2322
80+,GR,2022-10-24,58,3560,12271
80+,JU,2022-10-24,15,1709,4459
80+,LU,2022-10-24,83,6379,22055
80+,NE,2022-10-24,35,3776,10363
80+,NW,2022-10-24,10,623,2365
80+,OW,2022-10-24,4,617,1994
80+,SG,2022-10-24,90,7928,26720
80+,SH,2022-10-24,14,1449,5401
80+,SO,2022-10-24,77,4584,15637
80+,SZ,2022-10-24,27,2519,7945
80+,TG,2022-10-24,44,4158,13791
80+,TI,2022-10-24,174,9579,26276
80+,UR,2022-10-24,6,665,2127
80+,VD,2022-10-24,166,14679,39500
80+,VS,2022-10-24,134,6595,18921
80+,ZG,2022-10-24,22,1673,6309
80+,ZH,2022-10-24,345,23968,79000
Unbekannt,AG,2022-10-24,0,31,NA
Unbekannt,AI,2022-10-24,0,0,NA
Unbekannt,AR,2022-10-24,0,1,NA
Unbekannt,BE,2022-10-24,0,88,NA
Unbekannt,BL,2022-10-24,1,14,NA
Unbekannt,BS,2022-10-24,0,37,NA
Unbekannt,FR,2022-10-24,0,19,NA
Unbekannt,GE,2022-10-24,0,52,NA
Unbekannt,GL,2022-10-24,0,4,NA
Unbekannt,GR,2022-10-24,0,24,NA
Unbekannt,JU,2022-10-24,0,3,NA
Unbekannt,LU,2022-10-24,0,61,NA
Unbekannt,NE,2022-10-24,0,8,NA
Unbekannt,NW,2022-10-24,0,1,NA
Unbekannt,OW,2022-10-24,0,3,NA
Unbekannt,SG,2022-10-24,0,31,NA
Unbekannt,SH,2022-10-24,0,2,NA
Unbekannt,SO,2022-10-24,0,10,NA
Unbekannt,SZ,2022-10-24,0,13,NA
Unbekannt,TG,2022-10-24,0,39,NA
Unbekannt,TI,2022-10-24,0,81,NA
Unbekannt,UR,2022-10-24,0,3,NA
Unbekannt,VD,2022-10-24,0,84,NA
Unbekannt,VS,2022-10-24,0,0,NA
Unbekannt,ZG,2022-10-24,0,6,NA
Unbekannt,ZH,2022-10-24,0,126,NA
0 - 9,AG,2022-10-31,22,19376,73435
0 - 9,AI,2022-10-31,0,233,1751
0 - 9,AR,2022-10-31,0,1423,6002
0 - 9,BE,2022-10-31,47,31693,101906
0 - 9,BL,2022-10-31,10,12423,27883
0 - 9,BS,2022-10-31,17,9315,18510
0 - 9,FR,2022-10-31,11,9465,36132
0 - 9,GE,2022-10-31,15,18183,53474
0 - 9,GL,2022-10-31,0,1219,4062
0 - 9,GR,2022-10-31,4,6939,17618
0 - 9,JU,2022-10-31,1,2405,7306
0 - 9,LU,2022-10-31,15,13681,43735
0 - 9,NE,2022-10-31,4,6302,17264
0 - 9,NW,2022-10-31,0,1552,3914
0 - 9,OW,2022-10-31,5,1053,3825
0 - 9,SG,2022-10-31,24,10545,54040
0 - 9,SH,2022-10-31,1,2435,8050
0 - 9,SO,2022-10-31,12,10533,27596
0 - 9,SZ,2022-10-31,3,4251,16038
0 - 9,TG,2022-10-31,6,8304,30136
0 - 9,TI,2022-10-31,14,10260,28476
0 - 9,UR,2022-10-31,0,1217,3614
0 - 9,VD,2022-10-31,22,22938,87915
0 - 9,VS,2022-10-31,10,10159,33780
0 - 9,ZG,2022-10-31,1,3411,13311
0 - 9,ZH,2022-10-31,65,56089,164131
10 - 19,AG,2022-10-31,99,39987,69526
10 - 19,AI,2022-10-31,1,946,1666
10 - 19,AR,2022-10-31,3,3347,5311
10 - 19,BE,2022-10-31,132,60119,97838
10 - 19,BL,2022-10-31,30,20338,28384
10 - 19,BS,2022-10-31,27,11503,15827
10 - 19,FR,2022-10-31,20,20513,36160
10 - 19,GE,2022-10-31,34,30464,53904
10 - 19,GL,2022-10-31,1,2474,3827
10 - 19,GR,2022-10-31,20,12149,17630
10 - 19,JU,2022-10-31,6,4613,7854
10 - 19,LU,2022-10-31,28,25881,41479
10 - 19,NE,2022-10-31,15,11101,19083
10 - 19,NW,2022-10-31,9,2648,3946
10 - 19,OW,2022-10-31,5,2421,3787
10 - 19,SG,2022-10-31,44,30648,52232
10 - 19,SH,2022-10-31,8,5262,7781
10 - 19,SO,2022-10-31,24,17788,26026
10 - 19,SZ,2022-10-31,13,9342,15362
10 - 19,TG,2022-10-31,22,17748,27865
10 - 19,TI,2022-10-31,17,21164,33880
10 - 19,UR,2022-10-31,1,2461,3752
10 - 19,VD,2022-10-31,50,48636,91874
10 - 19,VS,2022-10-31,17,19588,34634
10 - 19,ZG,2022-10-31,9,8023,12888
10 - 19,ZH,2022-10-31,210,90936,146478
20 - 29,AG,2022-10-31,212,49910,79778
20 - 29,AI,2022-10-31,1,1243,2010
20 - 29,AR,2022-10-31,9,3625,5879
20 - 29,BE,2022-10-31,324,75761,115407
20 - 29,BL,2022-10-31,81,20836,30005
20 - 29,BS,2022-10-31,55,16918,23124
20 - 29,FR,2022-10-31,59,27247,42907
20 - 29,GE,2022-10-31,91,42984,64139
20 - 29,GL,2022-10-31,9,2921,4698
20 - 29,GR,2022-10-31,27,16577,22458
20 - 29,JU,2022-10-31,20,5751,8949
20 - 29,LU,2022-10-31,74,34397,52323
20 - 29,NE,2022-10-31,27,14243,21841
20 - 29,NW,2022-10-31,6,3017,4633
20 - 29,OW,2022-10-31,6,2757,4199
20 - 29,SG,2022-10-31,94,41641,64970
20 - 29,SH,2022-10-31,15,6054,9350
20 - 29,SO,2022-10-31,62,20385,31541
20 - 29,SZ,2022-10-31,19,11209,18080
20 - 29,TG,2022-10-31,57,21059,32707
20 - 29,TI,2022-10-31,76,24168,37316
20 - 29,UR,2022-10-31,2,2720,4333
20 - 29,VD,2022-10-31,172,68874,106260
20 - 29,VS,2022-10-31,37,28646,42484
20 - 29,ZG,2022-10-31,23,8151,13188
20 - 29,ZH,2022-10-31,438,117874,185153
30 - 39,AG,2022-10-31,295,58682,100400
30 - 39,AI,2022-10-31,3,1220,2084
30 - 39,AR,2022-10-31,12,4332,7181
30 - 39,BE,2022-10-31,537,87478,143365
30 - 39,BL,2022-10-31,99,23749,35909
30 - 39,BS,2022-10-31,127,20984,33455
30 - 39,FR,2022-10-31,90,29710,46547
30 - 39,GE,2022-10-31,156,52969,76283
30 - 39,GL,2022-10-31,11,3228,5693
30 - 39,GR,2022-10-31,75,17726,26120
30 - 39,JU,2022-10-31,21,5857,8826
30 - 39,LU,2022-10-31,130,37571,61154
30 - 39,NE,2022-10-31,33,15208,23159
30 - 39,NW,2022-10-31,20,3460,5642
30 - 39,OW,2022-10-31,12,3288,5035
30 - 39,SG,2022-10-31,171,43777,73653
30 - 39,SH,2022-10-31,33,6763,11206
30 - 39,SO,2022-10-31,135,23221,38552
30 - 39,SZ,2022-10-31,46,13133,22237
30 - 39,TG,2022-10-31,83,24873,40710
30 - 39,TI,2022-10-31,120,27645,39781
30 - 39,UR,2022-10-31,7,2791,4637
30 - 39,VD,2022-10-31,261,79117,120501
30 - 39,VS,2022-10-31,61,31566,47853
30 - 39,ZG,2022-10-31,51,10635,18604
30 - 39,ZH,2022-10-31,862,151439,256370
40 - 49,AG,2022-10-31,331,51966,96825
40 - 49,AI,2022-10-31,6,1076,1930
40 - 49,AR,2022-10-31,13,3924,7092
40 - 49,BE,2022-10-31,540,76841,137398
40 - 49,BL,2022-10-31,131,23306,38786
40 - 49,BS,2022-10-31,89,15867,27627
40 - 49,FR,2022-10-31,102,26747,45409
40 - 49,GE,2022-10-31,170,48758,77034
40 - 49,GL,2022-10-31,19,2723,5328
40 - 49,GR,2022-10-31,62,15656,26075
40 - 49,JU,2022-10-31,23,5360,8992
40 - 49,LU,2022-10-31,116,31194,55769
40 - 49,NE,2022-10-31,58,14547,23956
40 - 49,NW,2022-10-31,19,3213,5613
40 - 49,OW,2022-10-31,23,2984,5024
40 - 49,SG,2022-10-31,136,37386,66764
40 - 49,SH,2022-10-31,37,5917,10746
40 - 49,SO,2022-10-31,115,20174,35972
40 - 49,SZ,2022-10-31,56,12373,22731
40 - 49,TG,2022-10-31,105,20687,37213
40 - 49,TI,2022-10-31,146,30474,48290
40 - 49,UR,2022-10-31,19,2536,4684
40 - 49,VD,2022-10-31,258,69926,118412
40 - 49,VS,2022-10-31,75,26589,46165
40 - 49,ZG,2022-10-31,61,10075,19455
40 - 49,ZH,2022-10-31,746,128551,232249
50 - 59,AG,2022-10-31,421,48204,107532
50 - 59,AI,2022-10-31,6,1098,2484
50 - 59,AR,2022-10-31,22,4064,8616
50 - 59,BE,2022-10-31,654,70388,155465
50 - 59,BL,2022-10-31,205,22710,45701
50 - 59,BS,2022-10-31,105,13084,26847
50 - 59,FR,2022-10-31,94,23326,48825
50 - 59,GE,2022-10-31,185,38625,72478
50 - 59,GL,2022-10-31,5,2574,6163
50 - 59,GR,2022-10-31,71,15676,31774
50 - 59,JU,2022-10-31,20,5235,10842
50 - 59,LU,2022-10-31,148,29021,62118
50 - 59,NE,2022-10-31,52,12705,25764
50 - 59,NW,2022-10-31,16,3433,7273
50 - 59,OW,2022-10-31,15,2903,6121
50 - 59,SG,2022-10-31,175,35707,76399
50 - 59,SH,2022-10-31,49,5681,12544
50 - 59,SO,2022-10-31,175,19923,43561
50 - 59,SZ,2022-10-31,46,12357,27140
50 - 59,TG,2022-10-31,135,20778,44654
50 - 59,TI,2022-10-31,209,30024,58508
50 - 59,UR,2022-10-31,14,2375,5527
50 - 59,VD,2022-10-31,273,57401,115937
50 - 59,VS,2022-10-31,108,24922,53016
50 - 59,ZG,2022-10-31,70,9267,21071
50 - 59,ZH,2022-10-31,815,103639,223652
60 - 69,AG,2022-10-31,249,26850,83686
60 - 69,AI,2022-10-31,3,707,2025
60 - 69,AR,2022-10-31,16,2540,7372
60 - 69,BE,2022-10-31,510,43519,129560
60 - 69,BL,2022-10-31,156,12799,36436
60 - 69,BS,2022-10-31,66,7888,21416
60 - 69,FR,2022-10-31,79,12789,35229
60 - 69,GE,2022-10-31,122,19982,48922
60 - 69,GL,2022-10-31,10,1622,5302
60 - 69,GR,2022-10-31,62,9389,26969
60 - 69,JU,2022-10-31,26,3285,9320
60 - 69,LU,2022-10-31,125,16369,48108
60 - 69,NE,2022-10-31,59,7023,19209
60 - 69,NW,2022-10-31,16,1999,6047
60 - 69,OW,2022-10-31,9,1658,4946
60 - 69,SG,2022-10-31,148,20608,60389
60 - 69,SH,2022-10-31,35,3591,10864
60 - 69,SO,2022-10-31,129,12186,36105
60 - 69,SZ,2022-10-31,46,7138,20444
60 - 69,TG,2022-10-31,91,11835,35251
60 - 69,TI,2022-10-31,168,16603,43476
60 - 69,UR,2022-10-31,7,1416,4778
60 - 69,VD,2022-10-31,208,30884,80347
60 - 69,VS,2022-10-31,89,14971,42899
60 - 69,ZG,2022-10-31,65,4971,14649
60 - 69,ZH,2022-10-31,540,55994,157468
70 - 79,AG,2022-10-31,178,14045,58426
70 - 79,AI,2022-10-31,4,394,1433
70 - 79,AR,2022-10-31,9,1295,5050
70 - 79,BE,2022-10-31,395,26909,102884
70 - 79,BL,2022-10-31,110,7931,29538
70 - 79,BS,2022-10-31,48,4805,16101
70 - 79,FR,2022-10-31,80,7098,25069
70 - 79,GE,2022-10-31,131,11950,36705
70 - 79,GL,2022-10-31,9,861,3795
70 - 79,GR,2022-10-31,68,5574,20461
70 - 79,JU,2022-10-31,24,1993,7250
70 - 79,LU,2022-10-31,85,8588,33585
70 - 79,NE,2022-10-31,58,4764,15527
70 - 79,NW,2022-10-31,8,1103,4461
70 - 79,OW,2022-10-31,7,927,3504
70 - 79,SG,2022-10-31,124,11591,44078
70 - 79,SH,2022-10-31,26,2148,8053
70 - 79,SO,2022-10-31,110,6648,25255
70 - 79,SZ,2022-10-31,27,3575,13712
70 - 79,TG,2022-10-31,73,6163,23637
70 - 79,TI,2022-10-31,136,11810,36178
70 - 79,UR,2022-10-31,7,749,3595
70 - 79,VD,2022-10-31,167,19272,62222
70 - 79,VS,2022-10-31,91,9403,33457
70 - 79,ZG,2022-10-31,41,2601,10312
70 - 79,ZH,2022-10-31,373,33904,120161
80+,AG,2022-10-31,100,8745,33478
80+,AI,2022-10-31,2,269,977
80+,AR,2022-10-31,6,1008,3082
80+,BE,2022-10-31,221,18492,63650
80+,BL,2022-10-31,71,6016,20175
80+,BS,2022-10-31,49,4391,13129
80+,FR,2022-10-31,30,4547,13531
80+,GE,2022-10-31,99,10009,26509
80+,GL,2022-10-31,6,645,2322
80+,GR,2022-10-31,38,3598,12271
80+,JU,2022-10-31,10,1719,4459
80+,LU,2022-10-31,48,6427,22055
80+,NE,2022-10-31,36,3812,10363
80+,NW,2022-10-31,8,631,2365
80+,OW,2022-10-31,4,621,1994
80+,SG,2022-10-31,67,7995,26720
80+,SH,2022-10-31,17,1466,5401
80+,SO,2022-10-31,62,4646,15637
80+,SZ,2022-10-31,17,2536,7945
80+,TG,2022-10-31,36,4194,13791
80+,TI,2022-10-31,103,9682,26276
80+,UR,2022-10-31,7,672,2127
80+,VD,2022-10-31,141,14820,39500
80+,VS,2022-10-31,80,6675,18921
80+,ZG,2022-10-31,13,1686,6309
80+,ZH,2022-10-31,314,24282,79000
Unbekannt,AG,2022-10-31,0,31,NA
Unbekannt,AI,2022-10-31,0,0,NA
Unbekannt,AR,2022-10-31,0,1,NA
Unbekannt,BE,2022-10-31,0,88,NA
Unbekannt,BL,2022-10-31,0,14,NA
Unbekannt,BS,2022-10-31,0,37,NA
Unbekannt,FR,2022-10-31,0,19,NA
Unbekannt,GE,2022-10-31,1,53,NA
Unbekannt,GL,2022-10-31,0,4,NA
Unbekannt,GR,2022-10-31,0,24,NA
Unbekannt,JU,2022-10-31,0,3,NA
Unbekannt,LU,2022-10-31,2,63,NA
Unbekannt,NE,2022-10-31,0,8,NA
Unbekannt,NW,2022-10-31,0,1,NA
Unbekannt,OW,2022-10-31,0,3,NA
Unbekannt,SG,2022-10-31,0,31,NA
Unbekannt,SH,2022-10-31,0,2,NA
Unbekannt,SO,2022-10-31,0,10,NA
Unbekannt,SZ,2022-10-31,0,13,NA
Unbekannt,TG,2022-10-31,0,39,NA
Unbekannt,TI,2022-10-31,0,81,NA
Unbekannt,UR,2022-10-31,0,3,NA
Unbekannt,VD,2022-10-31,0,84,NA
Unbekannt,VS,2022-10-31,0,0,NA
Unbekannt,ZG,2022-10-31,0,6,NA
Unbekannt,ZH,2022-10-31,0,126,NA
0 - 9,AG,2022-11-07,15,19391,73435
0 - 9,AI,2022-11-07,0,233,1751
0 - 9,AR,2022-11-07,1,1424,6002
0 - 9,BE,2022-11-07,38,31731,101906
0 - 9,BL,2022-11-07,11,12434,27883
0 - 9,BS,2022-11-07,22,9337,18510
0 - 9,FR,2022-11-07,12,9477,36132
0 - 9,GE,2022-11-07,20,18203,53474
0 - 9,GL,2022-11-07,2,1221,4062
0 - 9,GR,2022-11-07,10,6949,17618
0 - 9,JU,2022-11-07,4,2409,7306
0 - 9,LU,2022-11-07,13,13694,43735
0 - 9,NE,2022-11-07,6,6308,17264
0 - 9,NW,2022-11-07,0,1552,3914
0 - 9,OW,2022-11-07,0,1053,3825
0 - 9,SG,2022-11-07,12,10557,54040
0 - 9,SH,2022-11-07,0,2435,8050
0 - 9,SO,2022-11-07,11,10544,27596
0 - 9,SZ,2022-11-07,2,4253,16038
0 - 9,TG,2022-11-07,7,8311,30136
0 - 9,TI,2022-11-07,13,10273,28476
0 - 9,UR,2022-11-07,1,1218,3614
0 - 9,VD,2022-11-07,18,22956,87915
0 - 9,VS,2022-11-07,6,10165,33780
0 - 9,ZG,2022-11-07,2,3413,13311
0 - 9,ZH,2022-11-07,65,56154,164131
10 - 19,AG,2022-11-07,91,40078,69526
10 - 19,AI,2022-11-07,0,946,1666
10 - 19,AR,2022-11-07,6,3353,5311
10 - 19,BE,2022-11-07,142,60261,97838
10 - 19,BL,2022-11-07,39,20377,28384
10 - 19,BS,2022-11-07,30,11533,15827
10 - 19,FR,2022-11-07,34,20547,36160
10 - 19,GE,2022-11-07,38,30502,53904
10 - 19,GL,2022-11-07,6,2480,3827
10 - 19,GR,2022-11-07,20,12169,17630
10 - 19,JU,2022-11-07,9,4622,7854
10 - 19,LU,2022-11-07,33,25914,41479
10 - 19,NE,2022-11-07,12,11113,19083
10 - 19,NW,2022-11-07,5,2653,3946
10 - 19,OW,2022-11-07,3,2424,3787
10 - 19,SG,2022-11-07,29,30677,52232
10 - 19,SH,2022-11-07,9,5271,7781
10 - 19,SO,2022-11-07,28,17816,26026
10 - 19,SZ,2022-11-07,10,9352,15362
10 - 19,TG,2022-11-07,31,17779,27865
10 - 19,TI,2022-11-07,44,21208,33880
10 - 19,UR,2022-11-07,2,2463,3752
10 - 19,VD,2022-11-07,63,48699,91874
10 - 19,VS,2022-11-07,18,19606,34634
10 - 19,ZG,2022-11-07,15,8038,12888
10 - 19,ZH,2022-11-07,197,91133,146478
20 - 29,AG,2022-11-07,194,50104,79778
20 - 29,AI,2022-11-07,0,1243,2010
20 - 29,AR,2022-11-07,13,3638,5879
20 - 29,BE,2022-11-07,312,76073,115407
20 - 29,BL,2022-11-07,59,20895,30005
20 - 29,BS,2022-11-07,55,16973,23124
20 - 29,FR,2022-11-07,61,27308,42907
20 - 29,GE,2022-11-07,99,43083,64139
20 - 29,GL,2022-11-07,6,2927,4698
20 - 29,GR,2022-11-07,33,16610,22458
20 - 29,JU,2022-11-07,11,5762,8949
20 - 29,LU,2022-11-07,79,34476,52323
20 - 29,NE,2022-11-07,34,14277,21841
20 - 29,NW,2022-11-07,10,3027,4633
20 - 29,OW,2022-11-07,6,2763,4199
20 - 29,SG,2022-11-07,78,41719,64970
20 - 29,SH,2022-11-07,21,6075,9350
20 - 29,SO,2022-11-07,80,20465,31541
20 - 29,SZ,2022-11-07,30,11239,18080
20 - 29,TG,2022-11-07,54,21113,32707
20 - 29,TI,2022-11-07,92,24260,37316
20 - 29,UR,2022-11-07,6,2726,4333
20 - 29,VD,2022-11-07,150,69024,106260
20 - 29,VS,2022-11-07,42,28688,42484
20 - 29,ZG,2022-11-07,36,8187,13188
20 - 29,ZH,2022-11-07,428,118302,185153
30 - 39,AG,2022-11-07,275,58957,100400
30 - 39,AI,2022-11-07,3,1223,2084
30 - 39,AR,2022-11-07,7,4339,7181
30 - 39,BE,2022-11-07,492,87970,143365
30 - 39,BL,2022-11-07,84,23833,35909
30 - 39,BS,2022-11-07,105,21089,33455
30 - 39,FR,2022-11-07,102,29812,46547
30 - 39,GE,2022-11-07,176,53145,76283
30 - 39,GL,2022-11-07,13,3241,5693
30 - 39,GR,2022-11-07,57,17783,26120
30 - 39,JU,2022-11-07,17,5874,8826
30 - 39,LU,2022-11-07,143,37714,61154
30 - 39,NE,2022-11-07,54,15262,23159
30 - 39,NW,2022-11-07,16,3476,5642
30 - 39,OW,2022-11-07,9,3297,5035
30 - 39,SG,2022-11-07,120,43897,73653
30 - 39,SH,2022-11-07,37,6800,11206
30 - 39,SO,2022-11-07,123,23344,38552
30 - 39,SZ,2022-11-07,30,13163,22237
30 - 39,TG,2022-11-07,92,24965,40710
30 - 39,TI,2022-11-07,160,27805,39781
30 - 39,UR,2022-11-07,4,2795,4637
30 - 39,VD,2022-11-07,265,79382,120501
30 - 39,VS,2022-11-07,77,31643,47853
30 - 39,ZG,2022-11-07,43,10678,18604
30 - 39,ZH,2022-11-07,780,152219,256370
40 - 49,AG,2022-11-07,296,52262,96825
40 - 49,AI,2022-11-07,2,1078,1930
40 - 49,AR,2022-11-07,19,3943,7092
40 - 49,BE,2022-11-07,585,77426,137398
40 - 49,BL,2022-11-07,119,23425,38786
40 - 49,BS,2022-11-07,97,15964,27627
40 - 49,FR,2022-11-07,106,26853,45409
40 - 49,GE,2022-11-07,192,48950,77034
40 - 49,GL,2022-11-07,9,2732,5328
40 - 49,GR,2022-11-07,65,15721,26075
40 - 49,JU,2022-11-07,24,5384,8992
40 - 49,LU,2022-11-07,109,31303,55769
40 - 49,NE,2022-11-07,59,14606,23956
40 - 49,NW,2022-11-07,15,3228,5613
40 - 49,OW,2022-11-07,13,2997,5024
40 - 49,SG,2022-11-07,153,37539,66764
40 - 49,SH,2022-11-07,29,5946,10746
40 - 49,SO,2022-11-07,107,20281,35972
40 - 49,SZ,2022-11-07,47,12420,22731
40 - 49,TG,2022-11-07,101,20788,37213
40 - 49,TI,2022-11-07,165,30639,48290
40 - 49,UR,2022-11-07,7,2543,4684
40 - 49,VD,2022-11-07,273,70199,118412
40 - 49,VS,2022-11-07,83,26672,46165
40 - 49,ZG,2022-11-07,63,10138,19455
40 - 49,ZH,2022-11-07,716,129267,232249
50 - 59,AG,2022-11-07,340,48544,107532
50 - 59,AI,2022-11-07,2,1100,2484
50 - 59,AR,2022-11-07,21,4085,8616
50 - 59,BE,2022-11-07,662,71050,155465
50 - 59,BL,2022-11-07,161,22871,45701
50 - 59,BS,2022-11-07,108,13192,26847
50 - 59,FR,2022-11-07,151,23477,48825
50 - 59,GE,2022-11-07,182,38807,72478
50 - 59,GL,2022-11-07,6,2580,6163
50 - 59,GR,2022-11-07,80,15756,31774
50 - 59,JU,2022-11-07,38,5273,10842
50 - 59,LU,2022-11-07,126,29147,62118
50 - 59,NE,2022-11-07,58,12763,25764
50 - 59,NW,2022-11-07,22,3455,7273
50 - 59,OW,2022-11-07,20,2923,6121
50 - 59,SG,2022-11-07,148,35855,76399
50 - 59,SH,2022-11-07,44,5725,12544
50 - 59,SO,2022-11-07,150,20073,43561
50 - 59,SZ,2022-11-07,48,12405,27140
50 - 59,TG,2022-11-07,119,20897,44654
50 - 59,TI,2022-11-07,242,30266,58508
50 - 59,UR,2022-11-07,9,2384,5527
50 - 59,VD,2022-11-07,300,57701,115937
50 - 59,VS,2022-11-07,75,24997,53016
50 - 59,ZG,2022-11-07,61,9328,21071
50 - 59,ZH,2022-11-07,732,104371,223652
60 - 69,AG,2022-11-07,231,27081,83686
60 - 69,AI,2022-11-07,1,708,2025
60 - 69,AR,2022-11-07,11,2551,7372
60 - 69,BE,2022-11-07,505,44024,129560
60 - 69,BL,2022-11-07,116,12915,36436
60 - 69,BS,2022-11-07,67,7955,21416
60 - 69,FR,2022-11-07,101,12890,35229
60 - 69,GE,2022-11-07,165,20147,48922
60 - 69,GL,2022-11-07,16,1638,5302
60 - 69,GR,2022-11-07,72,9461,26969
60 - 69,JU,2022-11-07,34,3319,9320
60 - 69,LU,2022-11-07,120,16489,48108
60 - 69,NE,2022-11-07,37,7060,19209
60 - 69,NW,2022-11-07,13,2012,6047
60 - 69,OW,2022-11-07,11,1669,4946
60 - 69,SG,2022-11-07,122,20730,60389
60 - 69,SH,2022-11-07,45,3636,10864
60 - 69,SO,2022-11-07,136,12322,36105
60 - 69,SZ,2022-11-07,48,7186,20444
60 - 69,TG,2022-11-07,98,11933,35251
60 - 69,TI,2022-11-07,140,16743,43476
60 - 69,UR,2022-11-07,11,1427,4778
60 - 69,VD,2022-11-07,198,31082,80347
60 - 69,VS,2022-11-07,83,15054,42899
60 - 69,ZG,2022-11-07,40,5011,14649
60 - 69,ZH,2022-11-07,485,56479,157468
70 - 79,AG,2022-11-07,145,14190,58426
70 - 79,AI,2022-11-07,2,396,1433
70 - 79,AR,2022-11-07,13,1308,5050
70 - 79,BE,2022-11-07,397,27306,102884
70 - 79,BL,2022-11-07,104,8035,29538
70 - 79,BS,2022-11-07,55,4860,16101
70 - 79,FR,2022-11-07,73,7171,25069
70 - 79,GE,2022-11-07,150,12100,36705
70 - 79,GL,2022-11-07,10,871,3795
70 - 79,GR,2022-11-07,47,5621,20461
70 - 79,JU,2022-11-07,20,2013,7250
70 - 79,LU,2022-11-07,70,8658,33585
70 - 79,NE,2022-11-07,43,4807,15527
70 - 79,NW,2022-11-07,16,1119,4461
70 - 79,OW,2022-11-07,5,932,3504
70 - 79,SG,2022-11-07,101,11692,44078
70 - 79,SH,2022-11-07,29,2177,8053
70 - 79,SO,2022-11-07,71,6719,25255
70 - 79,SZ,2022-11-07,19,3594,13712
70 - 79,TG,2022-11-07,60,6223,23637
70 - 79,TI,2022-11-07,131,11941,36178
70 - 79,UR,2022-11-07,6,755,3595
70 - 79,VD,2022-11-07,165,19437,62222
70 - 79,VS,2022-11-07,102,9505,33457
70 - 79,ZG,2022-11-07,31,2632,10312
70 - 79,ZH,2022-11-07,418,34322,120161
80+,AG,2022-11-07,110,8855,33478
80+,AI,2022-11-07,4,273,977
80+,AR,2022-11-07,9,1017,3082
80+,BE,2022-11-07,253,18745,63650
80+,BL,2022-11-07,73,6089,20175
80+,BS,2022-11-07,45,4436,13129
80+,FR,2022-11-07,40,4587,13531
80+,GE,2022-11-07,143,10152,26509
80+,GL,2022-11-07,6,651,2322
